tooth_class,specimen,num_amtl,sockets,age,stdev_age,prob_male,genus,pop,ndam,eval,gender,language,female,category,m_focal,name,majority_first
Anterior,HTB3411,0,6,,6.79442263,0.0,Pan,West Africa,1310.0,3.6,male,,1.0,2,4,Kate,1
Posterior,HTB3411,0,6,55.0,6.79442263,0.0,Pan,West Africa,6.0,4.2,female,English,1.0,1,3,Bonnie,0
Premolar,HTB3411,0,4,32.0,6.79442263,0.0,Pan,West Africa,58.0,3.0,male,English,0.0,1,2,Charley,0
Anterior,HTB3412,0,12,,2.97561367,0.0,Pan,West Africa,1.0,4.2,female,,1.0,1,4,Floyd,0
Posterior,HTB3412,0,12,20.0,2.97561367,0.0,Pan,West Africa,4.0,3.4,female,English,0.0,1,2,Florence,1
Premolar,HTB3412,0,8,,2.97561367,0.0,Pan,West Africa,290.0,3.1,female,,1.0,1,4,Chantal,0
Anterior,HTB3413,0,12,21.0,3.33164782,0.0,Pan,West Africa,20020.0,2.7,female,English,,4,3,Hugo,0
Posterior,HTB3413,0,12,26.0,3.33164782,0.0,Pan,West Africa,230.0,3.9,female,English,0.0,1,2,Jerry,1
Premolar,HTB3413,0,8,23.0,3.33164782,0.0,Pan,West Africa,3620.0,3.9,female,Swedish,0.0,2,3,Bob,0
Anterior,HTB3418,0,12,24.0,5.06022442,0.0,Pan,West Africa,66730.0,3.6,female,English,1.0,5,3,Andrew,0
Posterior,HTB3418,0,12,37.0,5.06022442,0.0,Pan,West Africa,96.0,3.7,male,English,0.0,3,2,Emily,1
Premolar,HTB3418,0,8,35.0,5.06022442,0.0,Pan,West Africa,1650.0,3.6,male,English,0.0,2,2,Erin,1
Anterior,HTB3434,0,12,53.0,2.97561367,0.0,Pan,West Africa,7550.0,4.4,male,Czech,0.0,3,2,Opal,1
Posterior,HTB3434,0,12,18.0,2.97561367,0.0,Pan,West Africa,700.0,4.3,female,English,0.0,2,2,Bertha,1
Premolar,HTB3434,0,8,14.0,2.97561367,0.0,Pan,West Africa,8260.0,4.1,male,English,0.0,3,3,Fran,0
Anterior,HTB3436,0,12,28.0,6.55505315,0.0,Pan,West Africa,200.0,3.7,male,English,0.0,1,3,Danny,0
Posterior,HTB3436,0,12,,6.55505315,0.0,Pan,West Africa,1650.0,3.6,male,,0.0,2,3,Bonnie,0
Premolar,HTB3436,0,8,32.0,6.55505315,0.0,Pan,West Africa,160.0,2.8,female,English,0.0,1,2,Earl,1
Anterior,HTB3437,0,12,60.0,2.62063975,0.0,Pan,West Africa,3870.0,4.0,male,Spanish,1.0,2,2,Georges,0
Posterior,HTB3437,0,12,19.0,2.62063975,0.0,Pan,West Africa,94.0,4.4,female,English,0.0,3,2,Bret,1
Premolar,HTB3437,0,8,62.0,2.62063975,0.0,Pan,West Africa,8130.0,3.6,male,English,0.0,2,3,Floyd,1
Anterior,HTB3515,0,12,44.0,2.68358343,0.0,Papio,East Africa,1430.0,3.7,female,English,0.0,1,4,Irene,1
Posterior,HTB3515,0,12,25.0,2.68358343,0.0,Papio,East Africa,1260.0,2.9,male,Russian,1.0,1,3,Lili,0
Premolar,HTB3515,0,8,53.0,2.68358343,0.0,Papio,East Africa,250.0,2.6,female,Czech,0.0,1,2,Claudette,1
Anterior,HTB3537,0,12,35.0,3.45050478,0.0,Pan,West Africa,4980.0,4.8,female,English,0.0,2,4,Isabel,0
Posterior,HTB3537,0,12,50.0,3.45050478,0.0,Pan,West Africa,5.0,4.9,female,English,0.0,1,4,Alex,0
Premolar,HTB3537,0,8,32.0,3.45050478,0.0,Pan,West Africa,20510.0,4.3,male,English,0.0,4,4,Charley,1
Anterior,HTB3538,0,12,58.0,3.80749511,0.0,Pan,West Africa,12620.0,4.4,male,English,0.0,2,2,Frances,0
Posterior,HTB3538,0,12,58.0,3.80749511,0.0,Pan,West Africa,170.0,4.3,male,English,1.0,1,4,Gaston,0
Premolar,HTB3538,0,8,18.0,3.80749511,0.0,Pan,West Africa,18590.0,4.7,female,English,,3,2,Ivan,1
Anterior,HTB3539,0,12,18.0,3.45050478,0.0,Pan,West Africa,10210.0,4.3,female,English,0.0,3,3,Jeanne,1
Posterior,HTB3539,0,9,51.0,3.45050478,0.0,Pan,West Africa,350.0,4.6,female,,0.0,1,2,Cindy,1
Premolar,HTB3539,0,8,,3.45050478,0.0,Pan,West Africa,2650.0,4.9,male,English,0.0,3,3,Dennis,1
Anterior,HTB3551,1,12,45.0,3.92661051,0.0,Pan,West Africa,,4.8,male,English,0.0,3,2,Katrina,1
Posterior,HTB3551,0,12,25.0,3.92661051,0.0,Pan,West Africa,91.0,4.7,male,English,0.0,1,2,Ophelia,0
Premolar,HTB3551,0,8,28.0,3.92661051,0.0,Pan,West Africa,10690.0,4.8,female,German,0.0,3,3,Rita,0
Anterior,HTB3552,0,12,25.0,4.16498874,0.0,Pan,West Africa,25960.0,4.9,female,English,0.0,3,3,Wilma,1
Posterior,HTB3552,0,12,21.0,4.16498874,0.0,Pan,West Africa,51.0,4.8,male,Dutch,1.0,1,2,Humberto,1
Premolar,HTB3552,0,8,22.0,4.16498874,0.0,Pan,West Africa,1110.0,4.8,female,English,0.0,1,2,Dolly,0
Anterior,IPHA.1,0,9,44.0,2.24541074,0.75,Homo sapiens,Afalou,4360.0,5.0,male,English,0.0,2,3,Gustav,0
Posterior,IPHA.1,0,11,21.0,2.24541074,0.75,Homo sapiens,Afalou,20370.0,4.5,female,English,1.0,2,2,Ike,0
Premolar,IPHA.1,0,8,17.0,2.24541074,0.75,Homo sapiens,Afalou,7110.0,3.8,male,,0.0,1,2,Irene,1
Anterior,IPHA.10b,2,12,22.0,3.66420581,0.5,Homo sapiens,Afalou,24000.0,3.8,male,Other,0.0,1,3,Isaac,1
Posterior,IPHA.10b,1,11,25.0,3.66420581,0.5,Homo sapiens,Afalou,75000.0,3.8,female,English,1.0,2,3,Sandy,1
Premolar,IPHA.10b,0,8,13.0,3.66420581,0.5,Homo sapiens,Afalou,1590.0,4.0,male,English,0.0,3,2,Easy,1
Anterior,IPHA.12,0,12,37.0,3.35489121,0.75,Homo sapiens,Afalou,5350.0,4.2,female,English,0.0,3,3,King,1
Posterior,IPHA.12,3,12,15.0,3.35489121,0.75,Homo sapiens,Afalou,150.0,4.5,female,Turkish,1.0,1,2,Able,0
Premolar,IPHA.12,0,8,21.0,3.35489121,0.75,Homo sapiens,Afalou,58.0,4.5,female,English,0.0,1,3,Barbara,1
Anterior,IPHA.13,2,12,22.0,3.6064238,0.75,Homo sapiens,Afalou,15.0,4.6,male,English,0.0,1,2,Florence,1
Posterior,IPHA.13,0,12,51.0,3.6064238,0.75,Homo sapiens,Afalou,19321.0,4.7,female,English,0.0,3,3,Carol,0
Premolar,IPHA.13,0,8,53.0,3.6064238,0.75,Homo sapiens,Afalou,3230.0,4.1,male,English,0.0,3,2,Edna,1
Anterior,IPHA.14,5,12,24.0,3.08917899,0.5,Homo sapiens,Afalou,24260.0,3.6,male,Other,0.0,4,2,Hazel,1
Posterior,IPHA.14,0,12,28.0,3.08917899,0.5,Homo sapiens,Afalou,2030.0,4.0,female,English,0.0,3,4,Connie,0
Premolar,IPHA.14,0,8,25.0,3.08917899,0.5,Homo sapiens,Afalou,14730.0,3.4,male,English,0.0,1,2,Diane,1
Anterior,IPHA.15,2,6,58.0,3.46891175,0.75,Homo sapiens,Afalou,6200.0,2.8,female,English,1.0,3,4,Ione,0
Posterior,IPHA.15,0,5,20.0,3.46891175,0.75,Homo sapiens,Afalou,1540.0,4.1,female,English,0.0,2,2,Flossy,1
Premolar,IPHA.15,0,2,35.0,3.46891175,0.75,Homo sapiens,Afalou,,3.5,male,English,0.0,4,2,Audrey,0
Anterior,IPHA.2,3,12,20.0,2.63528098,0.75,Homo sapiens,Afalou,540.0,3.4,male,Chinese,1.0,3,2,Helene,0
Posterior,IPHA.2,0,12,30.0,2.63528098,0.75,Homo sapiens,Afalou,430.0,4.1,female,English,0.0,1,4,Debra,1
Premolar,IPHA.2,0,8,18.0,2.63528098,0.75,Homo sapiens,Afalou,510.0,4.2,female,Chinese,0.0,3,3,Gracie,1
Anterior,IPHA.22,1,10,30.0,2.19049743,0.25,Homo sapiens,Afalou,53270.0,4.3,male,English,0.0,4,2,Donna,0
Posterior,IPHA.22,0,10,18.0,2.19049743,0.25,Homo sapiens,Afalou,35.0,4.1,male,English,1.0,1,4,Ethel,0
Premolar,IPHA.22,0,7,16.0,2.19049743,0.25,Homo sapiens,Afalou,15850.0,3.4,female,English,0.0,4,2,Carla,1
Anterior,IPHA.25,1,6,28.0,3.92784897,0.75,Homo sapiens,Afalou,300.0,3.5,female,English,0.0,1,4,Cindy,0
Posterior,IPHA.25,3,10,21.0,3.92784897,0.75,Homo sapiens,Afalou,6450.0,3.6,male,German,0.0,2,3,Cleo,0
Premolar,IPHA.25,0,8,21.0,3.92784897,0.75,Homo sapiens,Afalou,16260.0,3.7,female,English,0.0,2,2,Dora,1
Anterior,IPHA.28,1,12,33.0,3.89582582,0.75,Homo sapiens,Afalou,2770.0,3.0,female,German,1.0,3,3,Hilda,1
Posterior,IPHA.28,0,12,58.0,3.89582582,0.75,Homo sapiens,Afalou,800.0,4.6,male,English,1.0,2,3,Isbell,0
Premolar,IPHA.28,0,8,28.0,3.89582582,0.75,Homo sapiens,Afalou,20000.0,4.0,female,English,0.0,3,2,Betsy,1
Anterior,IPHA.29,2,12,33.0,2.41143228,0.25,Homo sapiens,Afalou,730.0,4.8,male,English,0.0,2,2,Alma,0
Posterior,IPHA.29,2,12,20.0,2.41143228,0.25,Homo sapiens,Afalou,99.0,4.6,male,,0.0,1,2,Inez,0
Premolar,IPHA.29,0,8,29.0,2.41143228,0.25,Homo sapiens,Afalou,5060.0,3.4,female,English,0.0,3,2,Beulah,0
Anterior,IPHA.3,0,6,20.0,3.89582582,0.25,Homo sapiens,Afalou,800.0,4.4,male,Chinese,1.0,2,3,Gladys,0
Posterior,IPHA.3,1,6,25.0,3.89582582,0.25,Homo sapiens,Afalou,23040.0,3.6,female,English,0.0,5,3,Camille,1
Premolar,IPHA.3,0,4,29.0,3.89582582,0.25,Homo sapiens,Afalou,6870.0,3.8,female,English,0.0,3,3,Celia,0
Anterior,IPHA.30,2,12,45.0,2.91816725,0.5,Homo sapiens,Afalou,300.0,3.7,male,English,0.0,2,2,Edith,0
Posterior,IPHA.30,0,12,27.0,2.91816725,0.5,Homo sapiens,Afalou,500.0,4.7,female,Polish,0.0,1,2,Fern,1
Premolar,IPHA.30,0,8,16.0,2.91816725,0.5,Homo sapiens,Afalou,200.0,4.5,male,English,0.0,1,2,Ginger,1
Anterior,IPHA.34,2,12,24.0,2.80466038,0.25,Homo sapiens,Afalou,20430.0,5.0,male,English,0.0,1,3,Agnes,0
Posterior,IPHA.34,0,10,62.0,2.80466038,0.25,Homo sapiens,Afalou,1180.0,3.8,male,English,1.0,3,4,Carmen,1
Premolar,IPHA.34,0,8,18.0,2.80466038,0.25,Homo sapiens,Afalou,6190.0,4.1,female,English,0.0,3,3,Eloise,1
Anterior,IPHA.36,9,12,35.0,10.5,0.75,Homo sapiens,Afalou,570.0,4.3,female,English,1.0,1,2,Belle,0
Posterior,IPHA.36,4,5,21.0,10.5,0.75,Homo sapiens,Afalou,66.0,4.4,female,English,0.0,1,4,Babe,1
Premolar,IPHA.36,5,7,28.0,10.5,0.75,Homo sapiens,Afalou,70.0,4.7,female,Other,1.0,1,4,Bob,0
Anterior,IPHA.45,0,6,41.0,2.30054789,0.5,Homo sapiens,Afalou,2700.0,3.9,male,English,0.0,2,4,David,1
Posterior,IPHA.45,0,6,27.0,2.30054789,0.5,Homo sapiens,Afalou,12770.0,4.8,male,Romanian,0.0,3,2,Frederic,1
Premolar,IPHA.45,0,4,22.0,2.30054789,0.5,Homo sapiens,Afalou,2130.0,4.3,male,English,1.0,3,4,Allen,0
Anterior,IPHA.46,2,12,,2.63528098,0.5,Homo sapiens,Afalou,10400.0,4.6,female,,0.0,3,2,Alicia,0
Posterior,IPHA.46,1,7,21.0,2.63528098,0.5,Homo sapiens,Afalou,410.0,3.8,female,Dutch,0.0,2,3,Diana,0
Premolar,IPHA.46,1,6,26.0,2.63528098,0.5,Homo sapiens,Afalou,130.0,5.0,female,English,0.0,1,2,Bob,0
Anterior,IPHA.47,0,9,15.0,3.77992193,0.75,Homo sapiens,Afalou,160.0,4.9,male,Turkish,1.0,1,3,Danny,1
Posterior,IPHA.47,0,12,23.0,3.77992193,0.75,Homo sapiens,Afalou,4180.0,4.6,male,English,0.0,3,2,Elena,0
Premolar,IPHA.47,0,8,,3.77992193,0.75,Homo sapiens,Afalou,3020.0,4.6,female,,1.0,3,2,Gloria,1
Anterior,IPHA.48,1,11,38.0,2.35589319,0.75,Homo sapiens,Afalou,4730.0,5.0,female,English,0.0,1,3,Juan,1
Posterior,IPHA.48,1,11,47.0,2.35589319,0.75,Homo sapiens,Afalou,1310.0,4.6,male,English,0.0,2,3,Kate,1
Premolar,IPHA.48,0,8,16.0,2.35589319,0.75,Homo sapiens,Afalou,6.0,4.9,female,English,0.0,1,2,Bonnie,0
Anterior,IPHA.49,2,12,27.0,3.89582582,0.75,Homo sapiens,Afalou,58.0,4.0,female,Polish,0.0,1,2,Charley,0
Posterior,IPHA.49,0,12,21.0,3.89582582,0.75,Homo sapiens,Afalou,1.0,3.9,male,German,0.0,1,3,Floyd,0
Premolar,IPHA.49,0,8,30.0,3.89582582,0.75,Homo sapiens,Afalou,4.0,4.1,male,English,0.0,1,2,Florence,1
Anterior,IPHA.5,2,12,22.0,3.66420581,0.75,Homo sapiens,Afalou,290.0,2.9,female,German,0.0,1,2,Chantal,0
Posterior,IPHA.5,1,10,23.0,3.66420581,0.75,Homo sapiens,Afalou,20020.0,2.8,male,Other,0.0,4,3,Hugo,0
Premolar,IPHA.5,0,8,14.0,3.66420581,0.75,Homo sapiens,Afalou,230.0,2.8,male,Japanese,0.0,1,3,Jerry,0
Anterior,IPHA.7,1,4,20.0,3.77992193,0.25,Homo sapiens,Afalou,3620.0,4.0,male,Chinese,0.0,2,2,Bob,0
Posterior,IPHA.7,0,9,24.0,3.77992193,0.25,Homo sapiens,Afalou,66730.0,3.3,female,Other,0.0,5,3,Andrew,0
Premolar,IPHA.7,0,6,45.0,3.77992193,0.25,Homo sapiens,Afalou,96.0,3.0,female,English,0.0,3,2,Emily,1
Anterior,IPHA.9,3,6,19.0,3.46891175,0.75,Homo sapiens,Afalou,1650.0,3.6,male,English,0.0,2,3,Erin,1
Posterior,IPHA.9,0,5,22.0,3.46891175,0.75,Homo sapiens,Afalou,7550.0,3.8,female,English,0.0,3,2,Opal,0
Premolar,IPHA.9,2,4,49.0,3.46891175,0.75,Homo sapiens,Afalou,700.0,3.9,male,English,0.0,2,3,Bertha,1
Anterior,MH10285,0,12,21.0,8.82500633,0.75,Homo sapiens,Ona,8260.0,4.7,male,English,1.0,3,2,Fran,1
Posterior,MH10285,0,12,30.0,8.82500633,0.75,Homo sapiens,Ona,200.0,4.7,female,Indonesian,1.0,1,2,Danny,0
Premolar,MH10285,0,8,20.0,8.82500633,0.75,Homo sapiens,Ona,1650.0,3.9,female,English,0.0,2,4,Bonnie,1
Anterior,MH10289,0,12,21.0,6.06203036,0.75,Homo sapiens,Fuegian,160.0,4.4,male,English,0.0,1,2,Earl,1
Posterior,MH10289,0,12,34.0,6.06203036,0.75,Homo sapiens,Fuegian,3870.0,3.6,male,Other,0.0,2,4,Georges,0
Premolar,MH10289,0,8,22.0,6.06203036,0.75,Homo sapiens,Fuegian,94.0,4.2,female,English,0.0,3,2,Bret,1
Anterior,MH10291,0,12,24.0,8.38792417,0.75,Homo sapiens,Yaghan,8130.0,3.4,male,Other,0.0,2,2,Floyd,0
Posterior,MH10291,0,12,42.0,8.38792417,0.75,Homo sapiens,Yaghan,1430.0,4.0,female,English,0.0,1,2,Irene,0
Premolar,MH10291,0,8,53.0,8.38792417,0.75,Homo sapiens,Yaghan,1260.0,4.2,male,English,1.0,1,4,Lili,1
Anterior,MH11150,0,6,24.0,2.392161,0.25,Homo sapiens,Buriat,250.0,4.4,female,English,0.0,1,3,Claudette,1
Posterior,MH11150,0,6,21.0,2.392161,0.25,Homo sapiens,Buriat,4980.0,4.5,male,Russian,0.0,2,2,Isabel,0
Premolar,MH11150,0,4,23.0,2.392161,0.25,Homo sapiens,Buriat,5.0,3.2,female,Other,0.0,1,4,Alex,1
Anterior,MH12316,0,12,24.0,18.8440476,0.75,Homo sapiens,Chucki,20510.0,4.3,female,English,0.0,4,2,Charley,1
Posterior,MH12316,2,12,21.0,18.8440476,0.75,Homo sapiens,Chucki,12620.0,3.3,male,English,0.0,2,4,Frances,0
Premolar,MH12316,0,8,48.0,18.8440476,0.75,Homo sapiens,Chucki,170.0,3.2,female,English,1.0,1,3,Gaston,1
Anterior,MH12317,1,12,30.0,10.0,0.25,Homo sapiens,Chucki,18590.0,4.1,female,English,0.0,3,2,Ivan,1
Posterior,MH12317,3,11,19.0,10.0,0.25,Homo sapiens,Chucki,10210.0,4.3,male,English,0.0,3,3,Jeanne,1
Premolar,MH12317,0,8,35.0,10.0,0.25,Homo sapiens,Chucki,350.0,4.5,male,English,1.0,1,3,Cindy,1
Anterior,MH12318,0,6,19.0,16.4384771,0.25,Homo sapiens,Chucki,2650.0,3.7,female,English,0.0,3,2,Dennis,0
Posterior,MH12318,0,6,21.0,16.4384771,0.25,Homo sapiens,Chucki,,4.3,female,Chinese,1.0,3,2,Katrina,1
Premolar,MH12318,0,4,28.0,16.4384771,0.25,Homo sapiens,Chucki,91.0,4.4,male,English,0.0,1,2,Ophelia,1
Anterior,MH12319,0,6,0.0,23.8192059,0.5,Homo sapiens,Chucki,10690.0,4.2,male,English,0.0,3,2,Rita,0
Posterior,MH12319,0,6,20.0,23.8192059,0.5,Homo sapiens,Chucki,25960.0,4.0,female,English,0.0,3,3,Wilma,1
Premolar,MH12319,0,4,36.0,23.8192059,0.5,Homo sapiens,Chucki,51.0,3.4,female,French,0.0,1,3,Humberto,1
Anterior,MH12320,0,12,21.0,18.0781611,0.75,Homo sapiens,Chucki,1110.0,4.5,female,English,0.0,1,3,Dolly,0
Posterior,MH12320,0,12,25.0,18.0781611,0.75,Homo sapiens,Chucki,4360.0,3.9,male,Indonesian,0.0,2,2,Gustav,1
Premolar,MH12320,0,8,49.0,18.0781611,0.75,Homo sapiens,Chucki,20370.0,3.1,female,English,0.0,2,2,Ike,0
Anterior,MH12321,0,6,19.0,31.4169538,0.75,Homo sapiens,Chucki,7110.0,4.0,female,English,0.0,1,2,Irene,1
Posterior,MH12321,0,6,21.0,31.4169538,0.75,Homo sapiens,Chucki,24000.0,3.8,female,English,0.0,1,3,Isaac,1
Premolar,MH12321,0,4,18.0,31.4169538,0.75,Homo sapiens,Chucki,75000.0,3.4,female,Portuguese,1.0,2,4,Sandy,1
Anterior,MH12322,0,6,22.0,27.9211585,0.75,Homo sapiens,Chucki,1590.0,2.9,female,English,0.0,3,3,Easy,0
Posterior,MH12322,1,6,44.0,27.9211585,0.75,Homo sapiens,Chucki,5350.0,4.5,male,,0.0,3,2,King,0
Premolar,MH12322,0,4,41.0,27.9211585,0.75,Homo sapiens,Chucki,150.0,4.0,female,English,1.0,1,4,Able,1
Anterior,MH12323,1,6,48.0,12.5,0.25,Homo sapiens,Chucki,58.0,3.8,male,English,0.0,1,4,Barbara,0
Posterior,MH12323,4,6,44.0,12.5,0.25,Homo sapiens,Chucki,15.0,4.3,female,English,0.0,1,4,Florence,0
Premolar,MH12323,0,4,41.0,12.5,0.25,Homo sapiens,Chucki,19321.0,3.4,male,English,0.0,3,2,Carol,0
Anterior,MH12324,0,11,,17.258272,0.5,Homo sapiens,Chucki,3230.0,3.4,male,,0.0,3,4,Edna,1
Posterior,MH12324,1,12,25.0,17.258272,0.5,Homo sapiens,Chucki,24260.0,3.3,male,English,0.0,4,2,Hazel,0
Premolar,MH12324,2,8,19.0,17.258272,0.5,Homo sapiens,Chucki,2030.0,4.3,male,English,0.0,3,3,Connie,1
Anterior,MH12326,1,6,32.0,22.9989102,0.75,Homo sapiens,Chucki,14730.0,4.4,female,English,0.0,1,2,Diane,0
Posterior,MH12326,5,6,52.0,22.9989102,0.75,Homo sapiens,Chucki,6200.0,4.6,male,English,1.0,3,3,Ione,1
Premolar,MH12326,0,4,39.0,22.9989102,0.75,Homo sapiens,Chucki,1540.0,4.2,female,Korean,1.0,2,2,Flossy,0
Anterior,MH12327,0,6,23.0,11.5228136,0.75,Homo sapiens,Chucki,,4.0,female,Swedish,1.0,4,2,Audrey,0
Posterior,MH12327,0,6,21.0,11.5228136,0.75,Homo sapiens,Chucki,540.0,3.3,male,Spanish,0.0,3,3,Helene,1
Premolar,MH12327,0,4,23.0,11.5228136,0.75,Homo sapiens,Chucki,430.0,4.4,female,Danish,0.0,1,3,Debra,0
Anterior,MH12328,0,5,22.0,15.6187914,0.25,Homo sapiens,Chucki,510.0,2.3,female,English,0.0,3,2,Gracie,0
Posterior,MH12328,0,6,21.0,15.6187914,0.25,Homo sapiens,Chucki,53270.0,3.5,female,English,0.0,4,2,Donna,1
Premolar,MH12328,0,4,25.0,15.6187914,0.25,Homo sapiens,Chucki,35.0,4.7,female,English,0.0,1,3,Ethel,0
Anterior,MH1503,1,12,29.0,1.80774282,0.25,Homo sapiens,Tasmanien,15850.0,3.9,male,English,0.0,4,2,Carla,1
Posterior,MH1503,0,12,33.0,1.80774282,0.25,Homo sapiens,Tasmanien,300.0,4.0,male,English,0.0,1,2,Cindy,1
Premolar,MH1503,0,8,40.0,1.80774282,0.25,Homo sapiens,Tasmanien,6450.0,4.3,male,English,0.0,2,3,Cleo,0
Anterior,MH1505,0,12,21.0,3.44508735,0.75,Homo sapiens,Tasmanien,16260.0,3.8,male,English,0.0,2,3,Dora,0
Posterior,MH1505,0,12,40.0,3.44508735,0.75,Homo sapiens,Tasmanien,2770.0,3.8,female,English,0.0,3,2,Hilda,0
Premolar,MH1505,0,8,27.0,3.44508735,0.75,Homo sapiens,Tasmanien,800.0,4.0,female,English,0.0,2,3,Isbell,1
Anterior,MH1507,4,12,22.0,3.7272427,0.5,Homo sapiens,Australian aboriginie,20000.0,4.6,female,English,0.0,3,2,Betsy,1
Posterior,MH1507,4,12,48.0,3.7272427,0.5,Homo sapiens,Australian aboriginie,730.0,3.5,male,English,0.0,2,3,Alma,1
Premolar,MH1507,0,8,40.0,3.7272427,0.5,Homo sapiens,Australian aboriginie,99.0,4.7,male,English,1.0,1,2,Inez,1
Anterior,MH1509,0,12,27.0,2.47259539,0.25,Homo sapiens,Australian aboriginie,5060.0,4.2,female,Polish,0.0,3,3,Beulah,0
Posterior,MH1509,0,12,20.0,2.47259539,0.25,Homo sapiens,Australian aboriginie,800.0,3.4,female,,0.0,2,2,Gladys,0
Premolar,MH1509,0,8,23.0,2.47259539,0.25,Homo sapiens,Australian aboriginie,23040.0,3.9,female,Other,0.0,5,2,Camille,0
Anterior,MH1511,1,6,33.0,2.74721254,0.75,Homo sapiens,Australian aboriginie,6870.0,4.5,female,German,1.0,3,4,Celia,1
Posterior,MH1511,0,6,21.0,2.74721254,0.75,Homo sapiens,Australian aboriginie,300.0,4.7,female,English,0.0,2,2,Edith,0
Premolar,MH1511,0,4,17.0,2.74721254,0.75,Homo sapiens,Australian aboriginie,500.0,3.5,male,Chinese,0.0,1,4,Fern,0
Anterior,MH1525,0,12,25.0,5.94066321,0.25,Homo sapiens,Australian aboriginie,200.0,3.7,male,English,1.0,1,2,Ginger,0
Posterior,MH1525,3,11,45.0,5.94066321,0.25,Homo sapiens,Australian aboriginie,20430.0,4.0,female,,0.0,1,2,Agnes,0
Premolar,MH1525,0,8,58.0,5.94066321,0.25,Homo sapiens,Australian aboriginie,1180.0,4.1,male,English,0.0,3,2,Carmen,0
Anterior,MH1526,0,6,15.0,9.1,0.5,Homo sapiens,Australian aboriginie,6190.0,4.4,female,English,0.0,3,4,Eloise,0
Posterior,MH1526,0,5,,9.1,0.5,Homo sapiens,Australian aboriginie,570.0,4.2,female,,0.0,1,3,Belle,0
Premolar,MH1526,0,4,25.0,9.1,0.5,Homo sapiens,Australian aboriginie,66.0,4.5,female,English,1.0,1,2,Babe,1
Anterior,MH1670,0,6,23.0,7.76244648,0.75,Homo sapiens,Sami,70.0,3.8,female,Finnish,0.0,1,4,Bob,1
Posterior,MH1670,0,6,26.0,7.76244648,0.75,Homo sapiens,Sami,2700.0,3.1,female,English,0.0,2,2,David,1
Premolar,MH1670,0,4,20.0,7.76244648,0.75,Homo sapiens,Sami,12770.0,3.7,female,English,0.0,3,4,Frederic,1
Anterior,MH1701,0,12,29.0,9.29798279,0.5,Homo sapiens,Sami,2130.0,3.9,male,English,0.0,3,3,Allen,1
Posterior,MH1701,0,12,35.0,9.29798279,0.5,Homo sapiens,Sami,10400.0,4.0,male,English,1.0,3,2,Alicia,1
Premolar,MH1701,0,8,20.0,9.29798279,0.5,Homo sapiens,Sami,410.0,3.3,male,English,0.0,2,3,Diana,0
Anterior,MH1702,2,12,31.0,16.9965704,0.25,Homo sapiens,Sami,130.0,3.1,female,,0.0,1,3,Bob,1
Posterior,MH1702,7,12,24.0,16.9965704,0.25,Homo sapiens,Sami,160.0,4.0,female,English,1.0,1,2,Danny,0
Premolar,MH1702,2,8,28.0,16.9965704,0.25,Homo sapiens,Sami,4180.0,4.3,female,English,0.0,3,2,Elena,1
Anterior,MH17264,2,11,28.0,3.52464829,0.25,Homo sapiens,Australian aboriginie,3020.0,3.7,female,English,0.0,3,2,Gloria,0
Posterior,MH17264,0,12,25.0,3.52464829,0.25,Homo sapiens,Australian aboriginie,4730.0,3.4,female,English,0.0,1,2,Juan,0
Premolar,MH17264,0,8,23.0,3.52464829,0.25,Homo sapiens,Australian aboriginie,1310.0,4.3,female,Swedish,0.0,2,3,Kate,0
Anterior,MH1860,2,6,35.0,11.8783346,0.25,Homo sapiens,Sami,6.0,3.7,female,English,0.0,1,3,Bonnie,1
Posterior,MH1860,0,6,62.0,11.8783346,0.25,Homo sapiens,Sami,58.0,4.2,male,English,0.0,1,3,Charley,1
Premolar,MH1860,0,4,28.0,11.8783346,0.25,Homo sapiens,Sami,1.0,2.2,female,English,0.0,1,2,Floyd,0
Anterior,MH1861,3,6,27.0,6.99594743,0.5,Homo sapiens,Sami,4.0,3.0,male,English,1.0,1,2,Florence,1
Posterior,MH1861,0,6,16.0,6.99594743,0.5,Homo sapiens,Sami,290.0,4.3,female,English,0.0,1,2,Chantal,1
Premolar,MH1861,0,4,39.0,6.99594743,0.5,Homo sapiens,Sami,20020.0,4.6,male,English,0.0,4,3,Hugo,0
Anterior,MH19776,0,12,34.0,6.56320224,0.5,Homo sapiens,Buriat,230.0,3.5,female,Other,1.0,1,4,Jerry,0
Posterior,MH19776,0,12,22.0,6.56320224,0.5,Homo sapiens,Buriat,3620.0,4.6,female,English,0.0,2,3,Bob,1
Premolar,MH19776,0,8,25.0,6.56320224,0.5,Homo sapiens,Buriat,66730.0,3.7,female,English,1.0,5,2,Andrew,1
Anterior,MH19777,0,6,58.0,3.1661365,0.25,Homo sapiens,Buriat,96.0,3.8,male,English,0.0,3,4,Emily,1
Posterior,MH19777,0,6,30.0,3.1661365,0.25,Homo sapiens,Buriat,1650.0,3.6,male,English,0.0,2,4,Erin,0
Premolar,MH19777,0,4,21.0,3.1661365,0.25,Homo sapiens,Buriat,7550.0,4.4,female,Russian,0.0,3,4,Opal,1
Anterior,MH19782,0,6,21.0,4.35423659,0.25,Homo sapiens,Buriat,700.0,4.1,male,Russian,0.0,2,2,Bertha,0
Posterior,MH19782,0,6,48.0,4.35423659,0.25,Homo sapiens,Buriat,8260.0,4.3,male,English,0.0,3,4,Fran,1
