tooth_class,specimen,num_amtl,sockets,age,stdev_age,prob_male,genus,pop,m_focal,num_words,district,refCountry,redCards,n_focal,gender,dyad,deny
Posterior,BRK126087,0,12,32.0,8.29624584,0.5,Papio,Afalou,3,106,66373,71,0,6,1,3,0
Posterior,HTB1028,4,8,42.0,3.16346606,0.75,Pongo,Ebolwa,2,324,70821,8,0,10,1,3,0
Premolar,HTB1153,0,8,27.0,1.93878354,0.75,Papio,Native Californian,2,120,68908,8,0,10,2,5,0
Anterior,AMNH99.1/84-B,3,8,32.0,2.92732743,0.75,Homo sapiens,Native Californian,3,120,71423,7,0,10,2,3,0
Premolar,NMNH278707,1,8,22.0,12.374796,0.0,Homo sapiens,Khoi-San or bushman half-caste,2,120,63966,7,0,13,1,3,0
Premolar,UVS12,0,8,37.0,3.77992193,1.0,Papio,Afalou,2,145,68205,8,0,5,2,5,0
Posterior,MH1525,0,12,32.0,2.63528098,0.25,Pongo,Ebolwa,3,120,70896,7,1,6,2,4,0
Anterior,NMNH380447,0,12,22.0,3.48559185,0.5,Homo sapiens,Buriat,3,166,69369,41,0,10,1,6,0
Premolar,NMNH278708,1,6,37.0,12.5,0.0,Pan,South Africa,2,120,62356,51,0,10,1,4,0
Posterior,NMNH350098,0,3,37.0,5.29502645,0.75,Papio,Australian aboriginie,3,166,68080,3,0,10,2,7,0
Anterior,MH17264,0,8,22.0,21.3584428,0.25,Homo sapiens,Alaska,3,166,72272,44,0,10,1,4,0
Posterior,AMNH99.1/80(a),0,8,27.0,17.258272,0.75,Homo sapiens,Ebolwa,2,120,64600,3,0,10,1,1,1
Premolar,AMNH99.1/104,0,7,22.0,15.6187914,1.0,Papio,Alaska,2,120,66480,44,0,10,1,6,0
Premolar,BRK125462,2,12,42.0,15.0,0.0,Homo sapiens,Afalou,4,324,72405,26,0,5,1,5,0
Posterior,UCD2(6)b,0,5,42.0,3.08917899,0.0,Homo sapiens,East Africa,3,106,67116,48,0,10,2,5,0
Anterior,HTB2026,1,12,22.0,3.39774848,0.75,Homo sapiens,Native Californian,2,166,70011,8,0,5,2,5,0
Premolar,BM1976.1443,0,12,22.0,3.80295048,0.0,Homo sapiens,Alaska,2,120,61705,44,0,10,2,1,0
Posterior,MH4459,0,8,52.0,5.71046472,0.75,Homo sapiens,East Africa,4,106,70482,101,0,5,1,3,0
Anterior,AMNH99.1/64,0,12,22.0,4.0457765,0.75,Pongo,West Africa,2,145,67553,8,0,10,1,4,0
Anterior,NMNH226092,1,12,37.0,22.9989102,0.75,Homo sapiens,Ebolwa,2,145,65219,44,0,10,1,1,0
Premolar,NMNH350096,0,8,22.0,7.76244648,0.75,Homo sapiens,Ebolwa,3,383,69518,102,0,5,2,2,0
Anterior,HTB1220,0,12,22.0,3.29146087,0.75,Homo sapiens,Australian aboriginie,2,120,63008,93,0,6,2,4,0
Premolar,UVS3,0,12,42.0,3.87558812,0.75,Homo sapiens,Australian aboriginie,2,120,63917,44,0,5,2,7,0
Premolar,IPHA.5,0,12,22.0,3.06608828,0.75,Homo sapiens,Borneo,3,106,70904,7,0,10,2,5,0
Premolar,HTB1027,0,6,52.0,4.13857528,0.25,Homo sapiens,Australian aboriginie,4,324,66415,57,0,5,2,8,0
Posterior,HTB1217,0,4,27.0,3.63654073,0.0,Homo sapiens,Native Californian,3,106,68353,8,0,13,1,4,0
Anterior,IPHA.14,0,6,32.0,5.94640065,1.0,Homo sapiens,Native Californian,3,120,61523,73,0,6,1,6,0
Premolar,PMN7459,0,8,32.0,4.81608016,0.25,Homo sapiens,Khoi-San or bushman half-caste,2,145,71308,44,0,10,1,5,0
Anterior,UVS56,0,8,27.0,3.05433283,0.0,Homo sapiens,Buriat,2,383,71266,8,0,5,1,3,0
Anterior,BRK126049,0,12,27.0,4.86555727,0.5,Homo sapiens,Borneo,3,106,71019,44,0,5,2,8,0
Premolar,BM1976.1426,0,12,27.0,5.44334199,0.25,Pongo,French Cameroons,2,383,71910,8,1,13,2,4,0
Posterior,NMNH283606,2,8,22.0,3.08319431,1.0,Pan,East Africa,2,324,63834,44,0,5,2,7,1
Anterior,BM1976.1425,1,6,27.0,5.83722718,0.25,Pan,Arabia,2,145,70938,3,0,13,1,5,0
Anterior,BM1976.1408,4,8,47.0,1.99807578,0.25,Papio,East Africa,2,324,63032,48,0,5,2,5,0
Posterior,AMNH99.1/89-A,0,8,27.0,3.06608828,0.5,Homo sapiens,Afalou,2,120,61770,69,0,5,2,7,0
Anterior,HTB0900,0,12,27.0,3.55691242,1.0,Homo sapiens,Native Californian,4,120,69591,27,0,5,2,7,0
Anterior,AMNH99.1/111,0,4,57.0,5.56672472,0.0,Homo sapiens,Borneo,2,383,72033,19,0,5,1,4,0
Anterior,HTB1726,1,12,22.0,9.02231946,0.5,Homo sapiens,Khoi-San,2,166,69005,44,0,5,2,1,0
Premolar,MH22282,0,8,37.0,3.12128232,0.25,Pan,Ebolwa,2,106,71654,72,0,5,2,6,0
Posterior,MH5327,0,11,57.0,3.03626772,0.0,Homo sapiens,East Africa,2,166,68189,112,0,10,2,6,0
Anterior,HTB1226,2,12,27.0,2.69681693,0.5,Homo sapiens,Khoi-San,2,145,69195,19,0,5,2,1,0
Anterior,BM1964.2174,4,12,27.0,3.56943631,0.75,Pongo,Ebolwa,2,166,63321,32,0,13,1,1,0
Posterior,HTB1722,0,8,42.0,9.7611705,1.0,Homo sapiens,Borneo,2,106,72272,7,0,13,1,4,1
Anterior,UVS105,0,12,32.0,3.80295048,0.25,Homo sapiens,Native Californian,3,166,67231,44,0,10,2,5,0
Premolar,UVS24,0,8,42.0,3.46891175,0.75,Papio,Chucki,2,106,65771,3,0,10,2,3,0
Premolar,UVS29,0,8,42.0,3.60915514,0.0,Homo sapiens,Australian aboriginie,4,383,72462,8,0,13,2,1,0
Posterior,BRK126774,0,8,37.0,2.91816725,0.0,Homo sapiens,Borneo,4,383,64345,51,0,6,2,8,0
Premolar,BM1976.1443,0,11,22.0,6.01663882,0.5,Papio,Australian aboriginie,3,383,68379,8,0,10,1,1,0
Anterior,NMNH283606,0,8,32.0,10.5,0.75,Homo sapiens,Borneo,3,324,65359,7,0,5,2,1,1
Posterior,PMN7459,0,12,22.0,13.9148037,1.0,Pan,East Africa,3,383,67470,112,0,13,1,4,0
Anterior,HTB2748,0,12,57.0,4.16980327,0.75,Pan,Native Californian,2,145,63974,44,0,5,1,3,0
Anterior,HTB1218,0,8,27.0,2.00186723,0.75,Papio,East Africa,3,145,71969,45,0,13,1,8,0
Posterior,BM1927.8.14.1,0,12,27.0,2.1579761,0.0,Pan,Khoi-San or bushman half-caste,2,383,62745,8,0,5,1,6,1
Posterior,BM1932.7.6.1,0,12,27.0,4.85399919,0.75,Pongo,Buriat,3,383,70912,32,0,6,1,3,0
Anterior,NMNH380447,0,12,27.0,6.70718105,1.0,Homo sapiens,Native Californian,4,383,66415,3,0,13,1,4,0
Premolar,BM1901.2.13.1,0,10,27.0,5.44029653,0.25,Homo sapiens,Chucki,2,145,64667,44,0,10,2,8,0
Posterior,MH1860,0,12,27.0,4.85399919,0.5,Homo sapiens,Australian aboriginie,3,120,66381,1,0,13,2,4,0
Premolar,NMNH225029,0,12,22.0,16.4384771,0.25,Pan,Buriat,3,145,70508,57,0,6,2,5,1
Anterior,BRK125810,0,12,37.0,3.48066219,0.25,Homo sapiens,Borneo,4,383,70417,3,0,6,2,5,1
Posterior,MH1861,0,12,22.0,8.74186019,0.0,Homo sapiens,French Cameroons,2,120,71985,64,0,13,1,4,0
Premolar,NMNH225029,0,8,37.0,5.94640065,1.0,Homo sapiens,French Cameroons,2,106,65961,3,0,5,1,6,0
Premolar,NMNH344711,0,8,42.0,2.392161,0.75,Homo sapiens,Khoi-San,4,166,63180,58,0,13,1,6,0
Premolar,NMNH278716,0,12,47.0,3.4773143,0.5,Homo sapiens,Alaska,2,120,70599,7,0,10,2,4,0
Premolar,NMNH278702,0,8,27.0,5.04927738,0.25,Homo sapiens,East Africa,3,106,65680,44,0,10,2,5,0
Anterior,BM1922.12.19.6,1,6,37.0,5.56908606,1.0,Pan,Alaska,2,383,63032,72,0,5,1,1,0
Posterior,HTB3538,0,8,32.0,12.5,0.25,Papio,South Africa,3,106,70995,3,0,5,2,3,0
Premolar,NMNH331242,0,12,32.0,3.56943631,0.25,Homo sapiens,Ebolwa,2,383,63941,49,0,13,2,3,0
Premolar,AMNH99.1/84-D,0,4,27.0,3.79588028,0.75,Pan,French Cameroons,2,383,63834,44,0,5,1,4,0
Premolar,MH1670,0,8,27.0,2.00186723,0.5,Pan,Australian aboriginie,2,106,69971,72,0,10,1,1,0
Posterior,BM1904.11.5.2,4,12,22.0,5.56908606,0.75,Homo sapiens,Native Californian,2,166,63966,44,1,5,2,4,0
Premolar,BM1976.1427,0,8,22.0,3.16436617,0.75,Homo sapiens,French Cameroons,3,120,66381,44,0,5,2,6,0
Posterior,HTB1890,0,8,27.0,2.35865298,0.75,Homo sapiens,East Africa,3,120,67504,57,0,10,1,1,0
Premolar,BM1902.9.9.3,0,8,27.0,4.94131337,0.25,Pongo,Native Californian,2,106,61952,40,0,5,1,4,0
Anterior,NMNH278704,1,4,27.0,4.28424336,0.5,Homo sapiens,Khoi-San,3,324,62539,8,0,5,2,7,0
Anterior,NMNH350096,0,8,27.0,6.89761633,0.75,Homo sapiens,Alaska,2,120,72744,55,0,10,2,3,0
Premolar,HTB2771,3,6,47.0,3.86877709,0.25,Homo sapiens,Chucki,2,145,73544,7,0,10,1,5,0
Anterior,BRK125598,0,6,47.0,4.93536963,1.0,Pongo,Native Californian,2,145,65177,34,0,13,1,6,0
Anterior,IPHA.9,1,8,32.0,2.33671692,1.0,Homo sapiens,East Africa,2,106,68387,8,0,5,2,6,0
Premolar,UVS67,0,8,32.0,5.5467185,1.0,Pongo,Sami,4,324,65771,71,0,13,1,1,1
Anterior,UVS40,4,8,32.0,3.05433283,0.5,Pan,Khoi-San or bushman half-caste,3,145,63594,40,0,10,1,5,0
Posterior,UVS119,0,12,22.0,3.33964284,1.0,Papio,West Africa,2,166,69120,7,0,5,2,4,0
Anterior,HTB1957,6,8,22.0,8.74186019,0.5,Homo sapiens,Chucki,3,145,63123,34,0,13,2,4,0
Posterior,AMNH99.1/87,0,12,52.0,2.61213574,0.75,Papio,Khoi-San,2,166,69013,44,0,13,1,3,0
Posterior,MH1860,0,4,22.0,4.86555727,0.25,Pan,East Africa,4,383,71647,44,0,13,1,1,0
Anterior,HTB1713,0,12,42.0,3.33164782,0.25,Homo sapiens,Buriat,2,120,64667,8,0,10,2,5,1
Anterior,BM1934.11.20.1,0,8,27.0,4.35423659,0.75,Homo sapiens,Ebolwa,3,106,72058,31,0,6,1,4,0
Anterior,BM1976.1415,0,12,32.0,2.69681693,0.75,Homo sapiens,Khoi-San or bushman half-caste,3,145,71795,44,0,5,2,6,0
Premolar,MH5328,0,8,47.0,2.87155209,0.75,Homo sapiens,Native Californian,3,166,63016,40,0,13,2,2,0
Premolar,BM1922.12.19.6,0,8,27.0,5.31768598,0.25,Homo sapiens,East Africa,3,106,62745,44,0,13,1,3,0
Anterior,HTB2032,0,12,47.0,1.93720666,0.75,Homo sapiens,French Cameroons,4,324,71548,49,0,10,1,4,0
Anterior,BM1976.1442,0,4,37.0,2.1579761,0.0,Papio,East Africa,2,383,69013,44,0,10,2,5,0
Anterior,MH12326,0,12,37.0,3.72712188,1.0,Homo sapiens,Afalou,2,383,71522,3,0,13,2,1,0
Anterior,AMNH99.1/101,0,4,42.0,5.70308472,0.75,Homo sapiens,Borneo,4,383,65037,8,0,10,1,4,0
Premolar,NMNH329778,0,8,27.0,3.37476666,1.0,Homo sapiens,Alaska,3,166,69948,77,0,10,2,8,0
Anterior,BRK125827,0,9,32.0,5.62745765,0.25,Homo sapiens,Native Californian,4,324,75002,8,0,5,1,4,0
Posterior,AMNH99.1/79,0,6,27.0,6.79442263,0.25,Pan,Australian aboriginie,2,383,72017,3,0,10,2,5,0
Posterior,UCD2(3a)b,0,8,27.0,3.60361662,0.25,Homo sapiens,East Africa,3,383,67405,40,0,6,1,4,0
Premolar,BRK126089,0,12,42.0,3.05433283,1.0,Pan,East Africa,2,145,61549,32,0,5,2,5,0
Anterior,IPHA.15,3,8,32.0,4.90072026,1.0,Papio,Native Californian,2,324,68973,44,0,5,1,4,0
Posterior,AMNH99.1/77,0,8,37.0,4.93536963,0.5,Homo sapiens,Native Californian,3,120,66845,57,0,5,1,8,0
Premolar,BRK126094,0,12,27.0,2.95130863,0.25,Homo sapiens,Australian aboriginie,3,120,66910,1,0,5,2,1,0
Anterior,HTB1713,0,10,32.0,3.42374303,0.75,Homo sapiens,Native Californian,4,145,69690,44,0,5,1,1,0
Anterior,MH1526,0,8,32.0,3.60361662,0.25,Homo sapiens,Khoi-San or bushman half-caste,2,324,70813,27,0,13,2,4,0
Premolar,MH12322,0,4,47.0,3.49014071,1.0,Homo sapiens,Khoi-San,4,120,67819,52,0,5,1,4,0
Premolar,NMNH330606,0,8,42.0,2.80466038,0.5,Homo sapiens,Buriat,2,145,65748,44,0,13,1,1,0
Anterior,BM1922.12.19.6,3,12,22.0,2.68358343,0.75,Homo sapiens,Buriat,4,120,70854,114,0,5,1,4,0
Posterior,AMNH99.1/80(a),7,8,42.0,4.45403148,0.75,Homo sapiens,Alaska,3,383,62109,68,0,5,1,3,0
Anterior,BM1924.2.25.1,0,12,27.0,4.97264041,0.25,Homo sapiens,East Africa,2,166,69773,44,0,5,1,3,0
Anterior,BM1934.11.20.1,0,12,42.0,3.45050478,0.0,Papio,Australian aboriginie,2,324,68023,3,0,13,1,5,0
Anterior,IPHA.12,0,4,37.0,3.39774848,0.75,Homo sapiens,Chucki,2,120,70912,3,0,6,1,5,0
Anterior,BM1904.8.2.1,0,8,32.0,13.4013855,0.25,Papio,Alaska,3,383,61499,8,0,13,2,8,0
Premolar,UVS22,0,12,37.0,4.65477138,0.5,Homo sapiens,East Africa,4,120,69203,8,0,13,2,4,0
Premolar,BM1898.2.28.11,0,12,37.0,2.19399907,0.75,Homo sapiens,French Cameroons,4,324,62331,44,0,10,2,4,0
Anterior,AMNH99.1/96-A,0,12,37.0,2.29036872,1.0,Pan,East Africa,3,166,62638,8,0,10,2,5,0
Anterior,BM1913.10.18.3,0,12,32.0,2.63528098,0.75,Homo sapiens,Native Californian,2,324,66837,8,0,10,1,6,0
Premolar,BRK126757,0,12,42.0,5.44334199,0.75,Pan,West Africa,3,145,69526,139,0,5,2,4,0
Posterior,BM1913.10.18.2,0,8,52.0,5.81978104,0.25,Pongo,Ebolwa,3,324,63503,58,0,13,1,1,0
Premolar,AMNH99.1/84-B,0,9,22.0,4.72264949,0.5,Homo sapiens,Ebolwa,3,166,69252,8,0,5,1,4,0
Premolar,HTB3418,5,7,27.0,3.86877709,0.75,Homo sapiens,Native Californian,2,145,61457,7,0,10,1,7,1
Premolar,BM1971.2353,0,8,27.0,4.94131337,0.75,Homo sapiens,Khoi-San or bushman half-caste,3,324,69971,8,0,10,2,1,0
Anterior,IPHA.36,0,12,22.0,3.95531929,0.5,Papio,French Cameroons,4,383,63545,8,0,10,1,7,0
Premolar,UVS45,0,12,22.0,3.30454439,0.75,Homo sapiens,Ebolwa,3,166,68486,64,0,10,1,5,0
Anterior,BM1976.1422,0,11,27.0,3.39774848,0.0,Papio,Buriat,3,166,70904,48,0,5,2,1,0
Posterior,UVS142,0,8,27.0,8.3605854,0.0,Homo sapiens,Australian aboriginie,2,145,63487,8,0,13,1,4,0
Premolar,MH12320,0,6,37.0,2.29036872,0.75,Homo sapiens,Borneo,3,383,68197,7,0,6,1,3,0
Premolar,HTB2027,0,8,27.0,2.62887685,0.5,Papio,Native Californian,2,106,61655,77,0,10,2,4,0
Anterior,HTB1154,1,12,32.0,12.6,0.25,Homo sapiens,Australian aboriginie,2,120,61812,44,0,10,1,4,0
Premolar,BM1976.1439,2,12,22.0,5.035316,0.25,Papio,Alaska,4,383,71522,69,0,5,2,5,0
Premolar,HTB1903,0,12,22.0,3.71761878,0.75,Homo sapiens,East Africa,2,166,70623,3,0,10,2,2,0
Premolar,HTB1958,6,8,22.0,2.59401611,0.25,Homo sapiens,Khoi-San,2,383,61507,44,0,10,2,4,0
Posterior,UVS105,0,12,32.0,3.45465859,0.75,Pongo,Buriat,2,145,64717,7,0,5,1,6,0
Posterior,HTB1890,1,12,32.0,3.48559185,0.25,Homo sapiens,Borneo,3,383,73544,58,0,13,2,5,0
Posterior,HTB1214,0,12,27.0,10.0,0.25,Homo sapiens,Khoi-San or bushman half-caste,2,383,62042,3,0,13,2,5,0
Anterior,BM1976.1443,0,4,47.0,3.09453499,0.0,Homo sapiens,Khoi-San,4,324,61994,8,0,5,1,4,0
Anterior,AMNH99.1/60,0,12,22.0,4.81608016,1.0,Homo sapiens,East Africa,3,120,64642,44,0,5,2,5,0
Premolar,AMNH99.1/75-A,0,12,32.0,5.15359486,0.5,Homo sapiens,Native Californian,3,324,62828,7,0,13,2,4,0
Premolar,NMNH225025,0,11,37.0,5.00049123,0.25,Homo sapiens,Alaska,2,166,67918,114,0,6,2,6,0
Premolar,UVS68,0,12,27.0,12.5,1.0,Homo sapiens,Buriat,2,383,62984,8,0,5,2,7,0
Premolar,BRK126261,0,8,32.0,3.95602419,0.0,Homo sapiens,Borneo,3,324,62703,3,0,5,1,3,0
Premolar,AMNH99.1/89-B,1,6,42.0,4.25426601,0.75,Homo sapiens,Borneo,4,166,68023,7,0,10,1,4,0
Anterior,HTB1426,0,6,37.0,4.0457765,0.0,Pongo,Native Californian,4,106,67397,142,0,5,2,6,1
Premolar,NMNH380429,0,6,22.0,5.56672472,0.25,Homo sapiens,Native Californian,2,383,62802,7,0,5,1,5,1
Anterior,HTB1027,0,8,27.0,3.02477635,0.75,Homo sapiens,Buriat,3,324,61523,32,0,13,1,5,0
Posterior,NMNH283607,1,6,22.0,2.64088713,0.5,Pan,Chucki,2,324,64485,44,1,5,1,4,1
Posterior,IPHA.29,0,8,27.0,3.33164782,0.75,Homo sapiens,Buriat,4,120,71266,8,0,5,2,3,0
Premolar,BM1976.1426,0,8,27.0,4.81608016,0.75,Homo sapiens,Australian aboriginie,4,383,67694,105,0,5,2,5,0
Posterior,NMNH225029,0,6,32.0,2.47259539,0.0,Papio,Native Californian,2,145,65425,7,0,6,2,3,0
Premolar,HTB3398,1,12,32.0,5.1293812,0.75,Homo sapiens,Khoi-San,2,106,68627,7,0,10,1,5,0
Posterior,AMNH99.1/98,0,6,37.0,12.5,0.25,Homo sapiens,Australian aboriginie,3,145,72553,8,0,5,1,8,0
Posterior,BM1976.1421,4,12,32.0,5.69322104,0.0,Homo sapiens,Native Californian,2,120,61655,72,0,5,1,6,0
Premolar,MH5327,0,12,27.0,2.93195822,0.0,Papio,Borneo,2,106,71142,84,0,5,2,4,0
Premolar,PMN1389,0,12,52.0,3.46891175,1.0,Pan,Tasmanien,4,120,66696,8,0,13,1,1,0
Posterior,NMNH344711,0,6,22.0,4.31652929,0.25,Pan,Alaska,3,383,72363,64,0,5,2,1,0
Posterior,BM1908.8.9.42,0,12,42.0,3.63455838,1.0,Pongo,West Africa,2,145,66530,12,0,13,1,4,0
Posterior,BM1924.8.6.16,9,5,32.0,2.19399907,0.75,Homo sapiens,Afalou,4,120,68858,7,0,13,2,6,0
Premolar,BRK126764,0,12,37.0,4.61556224,0.0,Homo sapiens,East Africa,2,145,62737,3,0,10,2,5,0
Anterior,MH4765,0,12,32.0,2.72587272,0.25,Papio,Sami,3,324,72611,7,0,5,2,1,1
Anterior,IPHA.48,0,6,22.0,2.76002868,0.75,Homo sapiens,East Africa,3,383,63875,44,0,6,1,4,0
Premolar,AMNH99.1/100,0,12,22.0,4.25426601,0.5,Pongo,Borneo,3,166,61812,44,0,5,2,4,1
Premolar,MH24894,0,7,32.0,4.90407388,1.0,Pan,Native Californian,3,145,67157,44,0,5,1,6,0
Premolar,BRK125675,0,12,32.0,3.71761878,1.0,Papio,Sami,2,120,72207,49,0,5,2,4,1
Anterior,HTB3552,0,4,22.0,15.0,0.75,Pongo,Buriat,2,120,62679,49,0,5,1,3,0
Premolar,HTB1889,0,12,22.0,2.02242151,0.25,Pan,Sami,2,324,62596,8,0,13,2,6,1
Posterior,UVS60,1,12,27.0,3.80749511,0.25,Pongo,East Africa,2,106,63552,28,0,5,1,4,0
Premolar,HTB1706,5,12,22.0,8.3605854,0.5,Papio,Borneo,2,106,72512,72,0,13,2,5,0
Anterior,NMNH380450,0,12,22.0,2.92732743,1.0,Homo sapiens,East Africa,3,120,72041,32,0,10,2,4,0
Anterior,HTB3515,0,4,27.0,3.39106649,0.75,Homo sapiens,Arabia,3,120,64048,3,0,5,1,7,0
Anterior,BM1938.7.17.1,2,11,27.0,2.69681693,0.25,Pan,East Africa,4,106,65045,7,0,10,2,6,0
Posterior,BRK126472,0,12,32.0,3.89582582,0.5,Pan,Borneo,2,120,63057,3,0,6,2,4,0
Anterior,BM1976.1423,0,7,42.0,4.35428022,1.0,Pan,Borneo,3,145,64063,28,0,10,1,4,0
Premolar,AMNH99.1/89-A,8,4,37.0,3.02477635,0.75,Papio,Khoi-San or bushman half-caste,2,324,64477,44,0,5,2,4,0
Premolar,UCD2(10.1)b,2,12,42.0,3.54750963,0.0,Homo sapiens,Alaska,2,166,71621,1,0,10,2,5,0
Premolar,NMNH278711,0,7,37.0,4.22315152,0.0,Homo sapiens,French Cameroons,3,145,62240,73,0,5,1,6,0
Premolar,NMNH331243,0,12,27.0,3.44508735,0.25,Homo sapiens,Buriat,2,166,68361,87,0,10,1,5,0
Anterior,BRK126766,2,9,22.0,2.26582834,1.0,Homo sapiens,Australian aboriginie,2,106,71381,8,0,13,2,3,0
Premolar,BRK126776,0,6,37.0,2.392161,1.0,Pongo,East Africa,4,145,63461,44,0,5,1,1,0
Posterior,BM1904.11.5.2,0,6,37.0,4.1148462,0.25,Homo sapiens,Central Africa,3,324,70854,8,0,10,1,5,0
Posterior,BRK125676,0,12,22.0,3.52464829,1.0,Pongo,Native Californian,3,120,71837,52,0,10,2,3,0
Premolar,HTB1956,0,12,52.0,3.16346606,0.75,Homo sapiens,French Cameroons,2,383,70789,21,0,5,2,4,0
Posterior,UVS59,0,7,47.0,2.95130863,0.75,Pan,East Africa,2,166,70243,72,0,10,1,4,0
Posterior,BM1976.1429,0,6,32.0,5.15359486,0.75,Homo sapiens,Chucki,3,324,70268,44,0,5,1,1,1
Anterior,UVS1,0,8,37.0,2.18171291,0.5,Pongo,Buriat,2,166,63719,3,0,5,1,5,0
Posterior,BRK126758,0,12,52.0,16.4384771,0.0,Homo sapiens,West Africa,2,120,64857,40,0,6,1,5,0
Anterior,NMNH278713,0,6,37.0,23.8192059,0.75,Homo sapiens,Native Californian,2,145,69138,44,0,5,2,5,0
Posterior,BM1936.12.28.1,0,11,57.0,3.45050478,0.75,Homo sapiens,West Africa,2,145,69252,7,0,5,2,3,1
Premolar,MH3616,0,8,22.0,10.0,0.25,Papio,Australian aboriginie,4,120,68536,3,0,5,2,4,0
Posterior,BRK126124,1,8,22.0,3.16346606,0.75,Homo sapiens,Australian aboriginie,2,324,63800,7,0,5,1,1,1
Posterior,MH24934A,7,12,42.0,31.4169538,0.25,Homo sapiens,Chucki,4,166,66191,3,0,10,2,5,0
Posterior,BM1976.1408,8,11,22.0,8.29624584,0.25,Homo sapiens,Buriat,4,166,64113,111,0,10,1,5,0
Anterior,BM1904.8.2.3,0,12,32.0,2.02242151,0.25,Papio,West Africa,3,383,62737,77,0,10,1,4,0
Premolar,IPHA.3,0,8,27.0,3.79588028,0.0,Homo sapiens,Tasmanien,2,383,67918,7,0,5,1,5,0
Posterior,MH24894,0,12,47.0,7.8,0.0,Papio,Buriat,3,120,68726,52,0,5,2,4,0
Posterior,BRK125800,0,12,27.0,15.0,0.25,Pan,East Africa,2,106,62893,44,0,13,1,1,1
Anterior,BM1976.1437,0,8,22.0,11.8783346,0.0,Papio,East Africa,2,383,68221,7,0,10,2,2,0
Posterior,BM1976.1428,0,12,22.0,6.474995012,0.25,Pan,East Africa,2,145,67736,7,0,13,2,5,0
Premolar,UVS104,3,6,37.0,2.96878123,1.0,Pan,Alaska,2,145,69336,44,0,5,2,4,0
Posterior,MH1702,1,6,22.0,15.0,0.0,Homo sapiens,Native Californian,2,324,63560,41,0,13,1,6,0
Posterior,AMNH99.1/59-B,1,4,32.0,6.474995012,0.0,Homo sapiens,Ebolwa,2,324,71696,44,0,6,2,3,1
Premolar,AMNH99.1/101,0,6,22.0,5.22500246,0.25,Homo sapiens,Native Californian,2,145,68163,3,0,5,2,7,1
Premolar,BM1901.2.13.1,0,4,37.0,3.63654073,0.0,Pongo,Native Californian,2,145,69385,102,0,10,2,6,0
Premolar,NMNH330604,0,4,27.0,7.76244648,0.75,Papio,Khoi-San or bushman half-caste,2,383,62927,8,0,10,2,5,0
Premolar,AMNH99.1/86-D,0,6,22.0,4.65477138,0.0,Homo sapiens,East Africa,3,383,68395,3,0,5,1,5,0
Posterior,UVS45,0,6,27.0,3.48559185,0.75,Homo sapiens,Australian aboriginie,3,106,63750,3,0,5,2,5,0
Posterior,HTB1958,0,9,22.0,3.7272427,0.75,Homo sapiens,Native Californian,3,383,70870,44,0,5,1,5,0
Premolar,BM1962.25,0,4,27.0,3.54689952,1.0,Pan,Native Californian,3,145,68387,8,0,5,1,4,1
Posterior,HTB1888,1,12,37.0,3.89582582,1.0,Papio,Sami,2,166,72462,7,0,10,1,1,0
Premolar,MH12319,0,6,32.0,8.23260632,0.25,Homo sapiens,Borneo,2,383,70904,44,1,5,1,7,0
Anterior,NMNH258483,1,12,37.0,2.95130863,0.25,Papio,Tasmanien,3,383,69526,8,0,5,2,4,1
Premolar,BM1904.8.2.1,0,6,27.0,2.97561367,0.25,Homo sapiens,Native Californian,2,106,69104,8,0,6,2,5,0
Premolar,BM1935.2.14.1,0,8,32.0,2.392161,1.0,Homo sapiens,Native Californian,4,106,69849,71,0,10,2,4,1
Premolar,UVS28,0,4,32.0,5.62745765,0.0,Homo sapiens,Sami,2,324,64857,45,0,10,1,7,0
Posterior,NMNH226089,0,12,37.0,3.02477635,0.75,Homo sapiens,Ebolwa,2,120,65110,8,0,5,2,4,0
Premolar,AMNH99.1/91-A,0,7,47.0,9.1,1.0,Papio,East Africa,4,324,61523,7,0,5,1,1,0
Posterior,MH19826,0,8,22.0,3.85801676,0.25,Pongo,Australian aboriginie,2,120,72470,58,0,6,1,4,0
Posterior,HTB2027,0,8,22.0,6.06203036,0.0,Pongo,Native Californian,3,106,71563,7,0,10,2,4,0
Anterior,BM1976.1425,0,8,47.0,10.0,0.0,Homo sapiens,Australian aboriginie,2,324,66696,44,0,5,1,3,0
Posterior,UCD2(6)b,0,8,57.0,4.97264041,0.0,Pan,Australian aboriginie,3,145,72298,44,0,10,1,4,0
Premolar,HTB1043,0,12,32.0,9.1,0.25,Pongo,Alaska,4,383,71795,7,0,6,2,1,0
Posterior,IPHA.10b,0,12,52.0,2.1579761,0.5,Papio,West Africa,2,166,66167,44,0,6,2,6,1
Premolar,BM1976.1438,0,12,32.0,4.35806278,1.0,Homo sapiens,Native Californian,4,166,64667,69,1,6,1,7,0
Premolar,HTB1882,0,6,27.0,2.10624751,1.0,Homo sapiens,East Africa,3,383,69195,3,0,5,1,3,0
Posterior,BRK126121,0,8,32.0,3.85801676,1.0,Pan,Afalou,2,324,64048,4,0,10,2,3,0
Posterior,MH22283,4,8,27.0,3.06608828,0.0,Homo sapiens,Native Californian,3,106,70995,102,0,5,1,3,1
Anterior,HTB1723,1,4,52.0,2.72587272,1.0,Homo sapiens,Ebolwa,2,383,66746,8,0,5,1,5,0
